response time:BRS_usage_scenario;RT of SEFF for Allocation_AC_ReportingEngine <ReportingEngine>.CRESingleMessageAdapter.getBigReport;RT of SEFF for Allocation_Assembly_GraphicalReporting <GraphicalReporting> <GraphicalReporting>.GraphicalReporting.graphicalReport;RT of SEFF for Allocation_AC_UserManagement <UserManagement> <UserManagement>.UserManagement.logUserActivity;RT of SEFF for Allocation_AC_DB <DB>.Database.getBigReport;RT of SEFF for Allocation_AC_ReportingEngine <ReportingEngine>.InnerCoreReportingEngine.getView;RT of SEFF for Allocation_AC_ReportingEngine <ReportingEngine>.InnerCoreReportingEngine.getReport;RT of SEFF for Allocation_AC_Scheduler <Scheduler>.Scheduler.view;RT of SEFF for Allocation_AC_Scheduler <Scheduler>.Scheduler.logout;RT of SEFF for Allocation_Assembly_GraphicalReporting <GraphicalReporting> <GraphicalReporting>.GraphicalReporting.viewGraphically;RT of SEFF for Allocation_AC_Scheduler <Scheduler>.Scheduler.login;RT of SEFF for Allocation_Assembly_CoreReportingEngine2_gr <CoreReportingEngine2> <CoreReportingEngine2>.InnerCoreReportingEngine.getReport;RT of SEFF for Allocation_AC_CacheInfo <CacheInfo>.CacheInfo.doCacheAccess;RT of SEFF for Allocation_AC_Scheduler <Scheduler>.Scheduler.report;RT of SEFF for Allocation_Assembly_CoreReportingEngine2_gr <CoreReportingEngine2> <CoreReportingEngine2>.InnerCoreReportingEngine.getView;RT of SEFF for Allocation_AC_DB <DB>.Database.getCachedData;RT of SEFF for Allocation_AC_UserManagement <UserManagement> <UserManagement>.UserManagement.userLogin;RT of SEFF for Allocation_Assembly_CoreReportingEngine2_gr <CoreReportingEngine2> <CoreReportingEngine2>.CRESingleMessageAdapter.getBigReport;RT of SEFF for Allocation_AC_ReportingEngine <ReportingEngine>.InnerCoreReportingEngine.prepareView;RT of SEFF for Allocation_Assembly_OnlineReporting <OnlineReporting> <OnlineReporting>.OnlineReporting.onlineReport;RT of SEFF for Allocation_AC_UserManagement <UserManagement> <UserManagement>.UserManagement.userLogout;RT of SEFF for Allocation_AC_ReportingEngine <ReportingEngine>.InnerCoreReportingEngine.finishView;RT of SEFF for Allocation_Assembly_OnlineReporting <OnlineReporting> <OnlineReporting>.OnlineReporting.viewOnline;lower bound confidence(response time:BRS_usage_scenario);upper bound confidence(response time:BRS_usage_scenario);alpha(response time:BRS_usage_scenario);ContinuousProcessingRateDegreeImpl:server1:CPU;SchedulingPolicyDegreeImpl:server1:CPU;ContinuousProcessingRateDegreeImpl:server1:HDD;SchedulingPolicyDegreeImpl:server1:HDD;ContinuousProcessingRateDegreeImpl:server2:CPU;SchedulingPolicyDegreeImpl:server2:CPU;ContinuousProcessingRateDegreeImpl:server2:HDD;SchedulingPolicyDegreeImpl:server2:HDD;ContinuousProcessingRateDegreeImpl:server4:CPU;SchedulingPolicyDegreeImpl:server4:CPU;ContinuousProcessingRateDegreeImpl:server4:HDD;SchedulingPolicyDegreeImpl:server4:HDD;ContinuousProcessingRateDegreeImpl:server3:CPU;SchedulingPolicyDegreeImpl:server3:CPU;ContinuousProcessingRateDegreeImpl:server3:HDD;SchedulingPolicyDegreeImpl:server3:HDD;AssembledComponentDegreeImpl:Assembly_CoreReportingEngine2_gr <CoreReportingEngine2>;AssembledComponentDegreeImpl:AC_CoreReportingEngine_Onl;AssembledComponentDegreeImpl:AC_DB;AssembledComponentDegreeImpl:AC_CacheInfo;AssembledComponentDegreeImpl:Assembly_OnlineReporting <OnlineReporting>;AllocationDegreeImpl:Allocation_AC_Webserver <WebServer>;AllocationDegreeImpl:Allocation_AC_Scheduler <Scheduler>;AllocationDegreeImpl:Allocation_AC_DB <DB>;AllocationDegreeImpl:Allocation_AC_ReportingEngine <ReportingEngine>;AllocationDegreeImpl:Allocation_AC_CacheInfo <CacheInfo>;AllocationDegreeImpl:Allocation_Assembly_GraphicalReporting <GraphicalReporting> <GraphicalReporting>;AllocationDegreeImpl:Allocation_Assembly_OnlineReporting <OnlineReporting> <OnlineReporting>;AllocationDegreeImpl:Allocation_AC_UserManagement <UserManagement> <UserManagement>;AllocationDegreeImpl:Allocation_Assembly_CoreReportingEngine2_gr <CoreReportingEngine2> <CoreReportingEngine2>;CapacityDegreeImpl:DBConnectionPool;Util of server1 CPU;Util of server1 HDD;Util of server2 CPU;Util of server2 HDD;Util of server4 CPU;Util of server4 HDD;Util of server3 CPU;Util of server3 HDD;Util of network LAN;Candidate ID;
67.8009593572;0.8644332242363784;0.0257066996;0.8078350360648145;6.060544155003191;7.390489908543154;8.5813340902;0.0;1.930476479062671E-6;0.0013791359444835208;7.347448329334134;0.6615054182749049;0.7177281401200231;7.3906181924105185;0.029235213646309925;7.596437254948272;0.038560838;0.6453119314855433;0.6468219331964299;0.9485038898504486;6.003358561487702;0.014540827332405012;0.6474017332052059;67.72734814680551;67.81386545041379;0.9;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;CoreReportingEngine2;CoreReportingEngine;Database;CacheInfo;OnlineReporting;server1;server2;server4;server4;server4;server1;server2;server2;server4;1;0.535198565554458;0.0;0.21391023630366934;0.0;0.7230697809891014;0.3005231523860059;0.0;0.0;0.0;21;
67.8009593572;0.8644332242363784;0.0257066996;0.8078350360648145;6.060544155003191;7.390489908543154;8.5813340902;0.0;1.930476479062671E-6;0.0013791359444835208;7.347448329334134;0.6615054182749049;0.7177281401200231;7.3906181924105185;0.029235213646309925;7.596437254948272;0.038560838;0.6453119314855433;0.6468219331964299;0.9485038898504486;6.003358561487702;0.014540827332405012;0.6474017332052059;67.72734814680551;67.81386545041379;0.9;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;CoreReportingEngine2;CoreReportingEngine;Database;CacheInfo;OnlineReporting;server1;server2;server4;server4;server4;server1;server2;server2;server4;1;0.535198565554458;0.0;0.21391023630366934;0.0;0.7230697809891014;0.3005231523860059;0.0;0.0;0.0;22;
62.7320218986;5.186130754216675;8.7074361206;0.005716242539295993;0.7353974820825717;0.5160881477251898;6.290971595685289;0.7271333258309812;0.125619883;1.2895745997927626;0.0953061485680191;6.0485138518;0.5146554492312801;6.72917196033514;0.5082978749402199;0.6512329890448456;0.04777449681782021;4.955099120127923;1.1225054651993635E-6;6.291586612513458;0.0833696164;0.0;0.5740434952862141;62.52890320723426;62.73368784184938;0.9;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;CoreReportingEngine2;CoreReportingEngine;Database;CacheInfo;OnlineReporting;server1;server2;server3;server4;server4;server2;server2;server2;server4;1;0.07976254259605864;0.0;0.7253962677225849;0.0;0.10596848095212674;0.0;0.6719141273227437;0.32252578653567454;0.0;23;
62.7320218986;5.186130754216675;8.7074361206;0.005716242539295993;0.7353974820825717;0.5160881477251898;6.290971595685289;0.7271333258309812;0.125619883;1.2895745997927626;0.0953061485680191;6.0485138518;0.5146554492312801;6.72917196033514;0.5082978749402199;0.6512329890448456;0.04777449681782021;4.955099120127923;1.1225054651993635E-6;6.291586612513458;0.0833696164;0.0;0.5740434952862141;62.52890320723426;62.73368784184938;0.9;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;CoreReportingEngine2;CoreReportingEngine;Database;CacheInfo;OnlineReporting;server1;server2;server3;server4;server4;server2;server2;server2;server4;1;0.07976254259605864;0.0;0.7253962677225849;0.0;0.10596848095212674;0.0;0.6719141273227437;0.32252578653567454;0.0;24;
67.1024681764;0.014653551820171076;1.1153455689676249E-6;0.6612438435803186;7.549059922636865;0.6477196484902606;0.0;8.4315621302;0.02929906126914661;0.0013227281662532115;7.3948187804000005;6.0590156294;0.810779179462242;7.364112289196521;0.7088427081708185;0.0390018644;0.6477381479478269;0.026014933200000003;0.648635797368421;6.035093266783677;0.8990818075757576;0.8627132796709195;7.363987417896753;67.00635688724556;67.11714122903838;0.9;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;CoreReportingEngine2;CoreReportingEngine;Database;CacheInfo;OnlineReporting;server1;server2;server1;server4;server4;server3;server2;server2;server4;1;0.7058457611515611;0.3034927550102329;0.21598751791542004;0.0;0.09952387250326789;0.0;0.46549271905808753;0.0;0.0;25;
67.1024681764;0.014653551820171076;1.1153455689676249E-6;0.6612438435803186;7.549059922636865;0.6477196484902606;0.0;8.4315621302;0.02929906126914661;0.0013227281662532115;7.3948187804000005;6.0590156294;0.810779179462242;7.364112289196521;0.7088427081708185;0.0390018644;0.6477381479478269;0.026014933200000003;0.648635797368421;6.035093266783677;0.8990818075757576;0.8627132796709195;7.363987417896753;67.00635688724556;67.11714122903838;0.9;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;CoreReportingEngine2;CoreReportingEngine;Database;CacheInfo;OnlineReporting;server1;server2;server1;server4;server4;server3;server2;server2;server4;1;0.7058457611515611;0.3034927550102329;0.21598751791542004;0.0;0.09952387250326789;0.0;0.46549271905808753;0.0;0.0;26;
102.5069646338;1.2539726331220002;0.9917941789956157;0.06484138079140982;11.3494576766;12.7530681046;9.200317675704772;0.0029253529848061333;1.1002187368658762;1.3248138390593862;1.0676803578733735E-6;1.0019703129873407;11.508584001828822;0.079440745;11.241259200207386;1.00415862331038;9.2844837738;0.032107911910916685;11.241516733508814;1.03386855319912;0.052868046;0.0;1.3163121330528753;102.39298661844391;102.51538345444423;0.9;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;CoreReportingEngine2;CoreReportingEngine;Database;CacheInfo;OnlineReporting;server1;server2;server2;server4;server4;server2;server2;server2;server4;1;0.050254463687076645;0.0;0.8802843121590903;0.20334021346116615;0.06676713001388312;0.0;0.0;0.0;0.0;27;
102.5069646338;1.2539726331220002;0.9917941789956157;0.06484138079140982;11.3494576766;12.7530681046;9.200317675704772;0.0029253529848061333;1.1002187368658762;1.3248138390593862;1.0676803578733735E-6;1.0019703129873407;11.508584001828822;0.079440745;11.241259200207386;1.00415862331038;9.2844837738;0.032107911910916685;11.241516733508814;1.03386855319912;0.052868046;0.0;1.3163121330528753;102.39298661844391;102.51538345444423;0.9;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;CoreReportingEngine2;CoreReportingEngine;Database;CacheInfo;OnlineReporting;server1;server2;server2;server4;server4;server2;server2;server2;server4;1;0.050254463687076645;0.0;0.8802843121590903;0.20334021346116615;0.06676713001388312;0.0;0.0;0.0;0.0;28;
67.831577018;0.03565771439936356;0.7533611578765577;1.108754859021882;7.021906489004398;0.07120274602227526;0.066485999;0.6102633063095381;0.6140930332140381;0.6541105411887549;7.4455472677817305;7.124342567861842;0.6132257548888062;0.0;1.910823118082455E-6;7.123941200295138;5.732426880247901;0.767727654639634;0.8329744544578245;5.850069189272183;8.9131201024;0.099835145;0.0039268401809043;67.7160770378678;67.80695582794222;0.9;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;CoreReportingEngine2;CoreReportingEngine;Database;CacheInfo;OnlineReporting;server1;server2;server4;server4;server4;server2;server2;server2;server4;1;0.07416953522015712;0.0;0.6746148154318141;0.0;0.722949862392141;0.3003272724908198;0.0;0.0;0.0;29;
67.831577018;0.03565771439936356;0.7533611578765577;1.108754859021882;7.021906489004398;0.07120274602227526;0.066485999;0.6102633063095381;0.6140930332140381;0.6541105411887549;7.4455472677817305;7.124342567861842;0.6132257548888062;0.0;1.910823118082455E-6;7.123941200295138;5.732426880247901;0.767727654639634;0.8329744544578245;5.850069189272183;8.9131201024;0.099835145;0.0039268401809043;67.7160770378678;67.80695582794222;0.9;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;CoreReportingEngine2;CoreReportingEngine;Database;CacheInfo;OnlineReporting;server1;server2;server4;server4;server4;server2;server2;server2;server4;1;0.07416953522015712;0.0;0.6746148154318141;0.0;0.722949862392141;0.3003272724908198;0.0;0.0;0.0;30;
62.7320218986;5.186130754216675;8.7074361206;0.005716242539295993;0.7353974820825717;0.5160881477251898;6.290971595685289;0.7271333258309812;0.125619883;1.2895745997927626;0.0953061485680191;6.0485138518;0.5146554492312801;6.72917196033514;0.5082978749402199;0.6512329890448456;0.04777449681782021;4.955099120127923;1.1225054651993635E-6;6.291586612513458;0.0833696164;0.0;0.5740434952862141;62.52890320723426;62.73368784184938;0.9;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;CoreReportingEngine2;CoreReportingEngine;Database;CacheInfo;OnlineReporting;server1;server2;server3;server4;server4;server2;server2;server2;server4;1;0.07976254259605864;0.0;0.7253962677225849;0.0;0.10596848095212674;0.0;0.6719141273227437;0.32252578653567454;0.0;31;
62.7320218986;5.186130754216675;8.7074361206;0.005716242539295993;0.7353974820825717;0.5160881477251898;6.290971595685289;0.7271333258309812;0.125619883;1.2895745997927626;0.0953061485680191;6.0485138518;0.5146554492312801;6.72917196033514;0.5082978749402199;0.6512329890448456;0.04777449681782021;4.955099120127923;1.1225054651993635E-6;6.291586612513458;0.0833696164;0.0;0.5740434952862141;62.52890320723426;62.73368784184938;0.9;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;CoreReportingEngine2;CoreReportingEngine;Database;CacheInfo;OnlineReporting;server1;server2;server3;server4;server4;server2;server2;server2;server4;1;0.07976254259605864;0.0;0.7253962677225849;0.0;0.10596848095212674;0.0;0.6719141273227437;0.32252578653567454;0.0;32;
62.7320218986;5.186130754216675;8.7074361206;0.005716242539295993;0.7353974820825717;0.5160881477251898;6.290971595685289;0.7271333258309812;0.125619883;1.2895745997927626;0.0953061485680191;6.0485138518;0.5146554492312801;6.72917196033514;0.5082978749402199;0.6512329890448456;0.04777449681782021;4.955099120127923;1.1225054651993635E-6;6.291586612513458;0.0833696164;0.0;0.5740434952862141;62.52890320723426;62.73368784184938;0.9;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;CoreReportingEngine2;CoreReportingEngine;Database;CacheInfo;OnlineReporting;server1;server2;server3;server4;server4;server2;server2;server2;server4;1;0.07976254259605864;0.0;0.7253962677225849;0.0;0.10596848095212674;0.0;0.6719141273227437;0.32252578653567454;0.0;33;
62.7320218986;5.186130754216675;8.7074361206;0.005716242539295993;0.7353974820825717;0.5160881477251898;6.290971595685289;0.7271333258309812;0.125619883;1.2895745997927626;0.0953061485680191;6.0485138518;0.5146554492312801;6.72917196033514;0.5082978749402199;0.6512329890448456;0.04777449681782021;4.955099120127923;1.1225054651993635E-6;6.291586612513458;0.0833696164;0.0;0.5740434952862141;62.52890320723426;62.73368784184938;0.9;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;CoreReportingEngine2;CoreReportingEngine;Database;CacheInfo;OnlineReporting;server1;server2;server3;server4;server4;server2;server2;server2;server4;1;0.07976254259605864;0.0;0.7253962677225849;0.0;0.10596848095212674;0.0;0.6719141273227437;0.32252578653567454;0.0;34;
67.1024681764;0.014653551820171076;1.1153455689676249E-6;0.6612438435803186;7.549059922636865;0.6477196484902606;0.0;8.4315621302;0.02929906126914661;0.0013227281662532115;7.3948187804000005;6.0590156294;0.810779179462242;7.364112289196521;0.7088427081708185;0.0390018644;0.6477381479478269;0.026014933200000003;0.648635797368421;6.035093266783677;0.8990818075757576;0.8627132796709195;7.363987417896753;67.00635688724556;67.11714122903838;0.9;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;CoreReportingEngine2;CoreReportingEngine;Database;CacheInfo;OnlineReporting;server1;server2;server1;server4;server4;server3;server2;server2;server4;1;0.7058457611515611;0.3034927550102329;0.21598751791542004;0.0;0.09952387250326789;0.0;0.46549271905808753;0.0;0.0;35;
67.1024681764;0.014653551820171076;1.1153455689676249E-6;0.6612438435803186;7.549059922636865;0.6477196484902606;0.0;8.4315621302;0.02929906126914661;0.0013227281662532115;7.3948187804000005;6.0590156294;0.810779179462242;7.364112289196521;0.7088427081708185;0.0390018644;0.6477381479478269;0.026014933200000003;0.648635797368421;6.035093266783677;0.8990818075757576;0.8627132796709195;7.363987417896753;67.00635688724556;67.11714122903838;0.9;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;CoreReportingEngine2;CoreReportingEngine;Database;CacheInfo;OnlineReporting;server1;server2;server1;server4;server4;server3;server2;server2;server4;1;0.7058457611515611;0.3034927550102329;0.21598751791542004;0.0;0.09952387250326789;0.0;0.46549271905808753;0.0;0.0;36;
102.5069646338;1.2539726331220002;0.9917941789956157;0.06484138079140982;11.3494576766;12.7530681046;9.200317675704772;0.0029253529848061333;1.1002187368658762;1.3248138390593862;1.0676803578733735E-6;1.0019703129873407;11.508584001828822;0.079440745;11.241259200207386;1.00415862331038;9.2844837738;0.032107911910916685;11.241516733508814;1.03386855319912;0.052868046;0.0;1.3163121330528753;102.39298661844391;102.51538345444423;0.9;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;CoreReportingEngine2;CoreReportingEngine;Database;CacheInfo;OnlineReporting;server1;server2;server2;server4;server4;server2;server2;server2;server4;1;0.050254463687076645;0.0;0.8802843121590903;0.20334021346116615;0.06676713001388312;0.0;0.0;0.0;0.0;37;
102.5069646338;1.2539726331220002;0.9917941789956157;0.06484138079140982;11.3494576766;12.7530681046;9.200317675704772;0.0029253529848061333;1.1002187368658762;1.3248138390593862;1.0676803578733735E-6;1.0019703129873407;11.508584001828822;0.079440745;11.241259200207386;1.00415862331038;9.2844837738;0.032107911910916685;11.241516733508814;1.03386855319912;0.052868046;0.0;1.3163121330528753;102.39298661844391;102.51538345444423;0.9;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;CoreReportingEngine2;CoreReportingEngine;Database;CacheInfo;OnlineReporting;server1;server2;server2;server4;server4;server2;server2;server2;server4;1;0.050254463687076645;0.0;0.8802843121590903;0.20334021346116615;0.06676713001388312;0.0;0.0;0.0;0.0;38;
67.831577018;0.03565771439936356;0.7533611578765577;1.108754859021882;7.021906489004398;0.07120274602227526;0.066485999;0.6102633063095381;0.6140930332140381;0.6541105411887549;7.4455472677817305;7.124342567861842;0.6132257548888062;0.0;1.910823118082455E-6;7.123941200295138;5.732426880247901;0.767727654639634;0.8329744544578245;5.850069189272183;8.9131201024;0.099835145;0.0039268401809043;67.7160770378678;67.80695582794222;0.9;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;CoreReportingEngine2;CoreReportingEngine;Database;CacheInfo;OnlineReporting;server1;server2;server4;server4;server4;server2;server2;server2;server4;1;0.07416953522015712;0.0;0.6746148154318141;0.0;0.722949862392141;0.3003272724908198;0.0;0.0;0.0;39;
67.831577018;0.03565771439936356;0.7533611578765577;1.108754859021882;7.021906489004398;0.07120274602227526;0.066485999;0.6102633063095381;0.6140930332140381;0.6541105411887549;7.4455472677817305;7.124342567861842;0.6132257548888062;0.0;1.910823118082455E-6;7.123941200295138;5.732426880247901;0.767727654639634;0.8329744544578245;5.850069189272183;8.9131201024;0.099835145;0.0039268401809043;67.7160770378678;67.80695582794222;0.9;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;CoreReportingEngine2;CoreReportingEngine;Database;CacheInfo;OnlineReporting;server1;server2;server4;server4;server4;server2;server2;server2;server4;1;0.07416953522015712;0.0;0.6746148154318141;0.0;0.722949862392141;0.3003272724908198;0.0;0.0;0.0;40;
62.7320218986;5.186130754216675;8.7074361206;0.005716242539295993;0.7353974820825717;0.5160881477251898;6.290971595685289;0.7271333258309812;0.125619883;1.2895745997927626;0.0953061485680191;6.0485138518;0.5146554492312801;6.72917196033514;0.5082978749402199;0.6512329890448456;0.04777449681782021;4.955099120127923;1.1225054651993635E-6;6.291586612513458;0.0833696164;0.0;0.5740434952862141;62.52890320723426;62.73368784184938;0.9;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;CoreReportingEngine2;CoreReportingEngine;Database;CacheInfo;OnlineReporting;server1;server2;server3;server4;server4;server2;server2;server2;server4;1;0.07976254259605864;0.0;0.7253962677225849;0.0;0.10596848095212674;0.0;0.6719141273227437;0.32252578653567454;0.0;41;
62.7320218986;5.186130754216675;8.7074361206;0.005716242539295993;0.7353974820825717;0.5160881477251898;6.290971595685289;0.7271333258309812;0.125619883;1.2895745997927626;0.0953061485680191;6.0485138518;0.5146554492312801;6.72917196033514;0.5082978749402199;0.6512329890448456;0.04777449681782021;4.955099120127923;1.1225054651993635E-6;6.291586612513458;0.0833696164;0.0;0.5740434952862141;62.52890320723426;62.73368784184938;0.9;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;CoreReportingEngine2;CoreReportingEngine;Database;CacheInfo;OnlineReporting;server1;server2;server3;server4;server4;server2;server2;server2;server4;1;0.07976254259605864;0.0;0.7253962677225849;0.0;0.10596848095212674;0.0;0.6719141273227437;0.32252578653567454;0.0;42;
62.7320218986;5.186130754216675;8.7074361206;0.005716242539295993;0.7353974820825717;0.5160881477251898;6.290971595685289;0.7271333258309812;0.125619883;1.2895745997927626;0.0953061485680191;6.0485138518;0.5146554492312801;6.72917196033514;0.5082978749402199;0.6512329890448456;0.04777449681782021;4.955099120127923;1.1225054651993635E-6;6.291586612513458;0.0833696164;0.0;0.5740434952862141;62.52890320723426;62.73368784184938;0.9;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;CoreReportingEngine2;CoreReportingEngine;Database;CacheInfo;OnlineReporting;server1;server2;server3;server4;server4;server2;server2;server2;server4;1;0.07976254259605864;0.0;0.7253962677225849;0.0;0.10596848095212674;0.0;0.6719141273227437;0.32252578653567454;0.0;43;
62.7320218986;5.186130754216675;8.7074361206;0.005716242539295993;0.7353974820825717;0.5160881477251898;6.290971595685289;0.7271333258309812;0.125619883;1.2895745997927626;0.0953061485680191;6.0485138518;0.5146554492312801;6.72917196033514;0.5082978749402199;0.6512329890448456;0.04777449681782021;4.955099120127923;1.1225054651993635E-6;6.291586612513458;0.0833696164;0.0;0.5740434952862141;62.52890320723426;62.73368784184938;0.9;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;CoreReportingEngine2;CoreReportingEngine;Database;CacheInfo;OnlineReporting;server1;server2;server3;server4;server4;server2;server2;server2;server4;1;0.07976254259605864;0.0;0.7253962677225849;0.0;0.10596848095212674;0.0;0.6719141273227437;0.32252578653567454;0.0;44;
67.1024681764;0.014653551820171076;1.1153455689676249E-6;0.6612438435803186;7.549059922636865;0.6477196484902606;0.0;8.4315621302;0.02929906126914661;0.0013227281662532115;7.3948187804000005;6.0590156294;0.810779179462242;7.364112289196521;0.7088427081708185;0.0390018644;0.6477381479478269;0.026014933200000003;0.648635797368421;6.035093266783677;0.8990818075757576;0.8627132796709195;7.363987417896753;67.00635688724556;67.11714122903838;0.9;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;CoreReportingEngine2;CoreReportingEngine;Database;CacheInfo;OnlineReporting;server1;server2;server1;server4;server4;server3;server2;server2;server4;1;0.7058457611515611;0.3034927550102329;0.21598751791542004;0.0;0.09952387250326789;0.0;0.46549271905808753;0.0;0.0;45;
67.1024681764;0.014653551820171076;1.1153455689676249E-6;0.6612438435803186;7.549059922636865;0.6477196484902606;0.0;8.4315621302;0.02929906126914661;0.0013227281662532115;7.3948187804000005;6.0590156294;0.810779179462242;7.364112289196521;0.7088427081708185;0.0390018644;0.6477381479478269;0.026014933200000003;0.648635797368421;6.035093266783677;0.8990818075757576;0.8627132796709195;7.363987417896753;67.00635688724556;67.11714122903838;0.9;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;CoreReportingEngine2;CoreReportingEngine;Database;CacheInfo;OnlineReporting;server1;server2;server1;server4;server4;server3;server2;server2;server4;1;0.7058457611515611;0.3034927550102329;0.21598751791542004;0.0;0.09952387250326789;0.0;0.46549271905808753;0.0;0.0;46;
